Episode,Loss,Info
132,1.8240689121373777e-06,19
133,1.6416620209902533e-06,23
134,1.47749581880241e-06,21
135,1.3297462368999646e-06,19
136,1.1967716131433548e-06,23
137,1.0770944518512238e-06,21
138,9.693850067105103e-07,19
139,8.724465061504816e-07,19
140,7.852018555354334e-07,23
141,7.066816700707079e-07,21
142,6.360135029748193e-07,19
143,5.724121527883597e-07,23
144,5.151709374651148e-07,21
145,4.636538437630122e-07,25
146,4.172884593423021e-07,23
147,3.7555961340807187e-07,19
148,3.38003652178287e-07,21
149,3.042032870048672e-07,19
150,2.737829583043805e-07,25
151,2.46404662451738e-07,21
152,2.2176419611774634e-07,29
153,1.9958777652817616e-07,22
154,1.796289987865407e-07,21
155,1.6166609895229556e-07,19
156,1.4549948912367938e-07,23
157,1.3094954010028914e-07,21
158,1.1785458609026023e-07,21
159,1.060691274812342e-07,19
160,9.546221479972417e-08,21
161,8.591599343077405e-08,19
162,7.73243939988788e-08,23
163,6.959195464339984e-08,21
164,6.263275920126432e-08,27
165,5.636948330334235e-08,23
166,5.0732535061825956e-08,21
167,4.565928146682552e-08,21
168,4.109335338675635e-08,21
169,3.6984018070285174e-08,21
170,3.3285616263256657e-08,21
171,2.995705461472653e-08,21
172,2.6961349153253877e-08,23
173,2.426521428233741e-08,22
174,2.183869285410367e-08,21
175,1.9654823546488842e-08,23
176,1.7689341103022116e-08,19
177,1.5920406992719904e-08,19
178,1.4328366271243453e-08,31
179,1.2895529533096806e-08,32
180,1.1605976624196046e-08,19
181,1.0445379006185362e-08,21
182,9.400840994544524e-09,23
183,8.460756983907913e-09,19
184,7.614681329926043e-09,19
185,6.853213108115597e-09,19
186,6.167891752895116e-09,21
187,5.551102688627907e-09,21
188,4.995992508582958e-09,23
189,4.496393257724662e-09,19
190,4.046754042974499e-09,23
191,3.6420786386770487e-09,22
192,3.277870863627186e-09,19
193,2.9500837328555463e-09,19
194,2.6550752707521497e-09,19
195,2.3895676548590927e-09,21
196,2.1506108005553415e-09,23
197,1.9355497204998073e-09,19
198,1.741994770654287e-09,27
199,1.567795226975477e-09,23
